"FIPS","Name of Area","Qualifying Name","Total Violent and Property Crimes ","Total Violent and Property Crimes: Violent Crimes ","Total Violent and Property Crimes: Property Crimes","Total Population (2014 est.)","Total Violent and Property Crimes Rate","Total Violent and Property Crimes Rate: Violent Crimes Rate","Total Violent and Property Crimes Rate: Property Crimes Rate"
Geo_FIPS,Geo_Name,Geo_QName,SE_T002_001,SE_T002_002,SE_T002_003,SE_T001_001,SE_T003_001,SE_T003_002,SE_T003_003
"01001","Autauga County","Autauga County, Alabama",1769,144,1625,55395,3193.42900983843,259.951259138911,2933.47775069952
"01003","Baldwin County","Baldwin County, Alabama",4433,373,4060,200111,2215.2705248587,186.396549914797,2028.87397494391
"01005","Barbour County","Barbour County, Alabama",757,97,660,26887,2815.48703834567,360.769144939934,2454.71789340574
"01007","Bibb County","Bibb County, Alabama",250,23,227,22506,1110.8148938061,102.194970230161,1008.61992357594
"01009","Blount County","Blount County, Alabama",1395,125,1270,57719,2416.88178935879,216.566468580537,2200.31532077825
"01011","Bullock County","Bullock County, Alabama",198,32,166,10764,1839.46488294314,297.287253808993,1542.17762913415
"01013","Butler County","Butler County, Alabama",746,114,632,20296,3675.60110366575,561.687031927473,3113.91407173827
"01015","Calhoun County","Calhoun County, Alabama",4615,719,3896,115916,3981.33130887884,620.276752130853,3361.05455674799
"01017","Chambers County","Chambers County, Alabama",1394,170,1224,34076,4090.85573424111,498.88484563916,3591.97088860195
"01019","Cherokee County","Cherokee County, Alabama",842,77,765,26037,3233.85950762377,295.732995352767,2938.126512271
"01021","Chilton County","Chilton County, Alabama",1472,145,1327,43931,3350.70906649063,330.063053424689,3020.64601306594
"01023","Choctaw County","Choctaw County, Alabama",101,18,83,13323,758.087517826315,135.104706147264,622.982811679051
"01025","Clarke County","Clarke County, Alabama",541,123,418,24945,2168.77129685308,493.084786530367,1675.68651032271
"01027","Clay County","Clay County, Alabama",148,42,106,13552,1092.08972845336,309.917355371901,782.172373081464
"01029","Cleburne County","Cleburne County, Alabama",338,16,322,15080,2241.37931034483,106.100795755968,2135.27851458886
"01031","Coffee County","Coffee County, Alabama",1457,148,1309,50909,2861.96939637392,290.714804847866,2571.25459152606
"01033","Colbert County","Colbert County, Alabama",2357,247,2110,54543,4321.36112791742,452.853711750362,3868.50741616706
"01035","Conecuh County","Conecuh County, Alabama",355,60,295,12670,2801.89423835833,473.559589581689,2328.33464877664
"01037","Coosa County","Coosa County, Alabama",246,23,223,10886,2259.78320778982,211.280543817748,2048.50266397207
"01039","Covington County","Covington County, Alabama",873,93,780,37914,2302.57952207628,245.291976578573,2057.28754549771
"01041","Crenshaw County","Crenshaw County, Alabama",284,67,217,13977,2031.9095657151,479.358946841239,1552.55061887386
"01043","Cullman County","Cullman County, Alabama",1951,119,1832,81289,2400.07873143968,146.391270651626,2253.68746078805
"01045","Dale County","Dale County, Alabama",1683,160,1523,49484,3401.09934524291,323.336836149058,3077.76250909385
"01047","Dallas County","Dallas County, Alabama",2867,335,2532,41711,6873.4866102467,803.145453237755,6070.34115700894
"01049","De Kalb County","De Kalb County, Alabama",1418,165,1253,71065,1995.35636389221,232.181805389432,1763.17455850278
"01051","Elmore County","Elmore County, Alabama",2400,186,2214,80977,2963.80453709078,229.694851624535,2734.10968546624
"01053","Escambia County","Escambia County, Alabama",919,160,759,37733,2435.53388280815,424.032014417088,2011.50186839106
"01055","Etowah County","Etowah County, Alabama",4727,515,4212,103531,4565.78222947716,497.43555070462,4068.34667877254
"01057","Fayette County","Fayette County, Alabama",235,34,201,16874,1392.67512148868,201.493421832405,1191.18169965628
"01059","Franklin County","Franklin County, Alabama",883,70,813,31601,2794.21537293124,221.511977469067,2572.70339546217
"01061","Geneva County","Geneva County, Alabama",627,106,521,26712,2347.25965858041,396.825396825397,1950.43426175502
"01063","Greene County","Greene County, Alabama",262,58,204,8553,3063.25265988542,678.124634631124,2385.1280252543
"01065","Hale County","Hale County, Alabama",176,18,158,15184,1159.11485774499,118.54583772392,1040.56902002107
"01067","Henry County","Henry County, Alabama",318,30,288,17190,1849.9127399651,174.520069808028,1675.39267015707
"01069","Houston County","Houston County, Alabama",3131,340,2791,104193,3005.00033591508,326.317506934247,2678.68282898083
"01071","Jackson County","Jackson County, Alabama",1443,162,1281,52665,2739.96012532042,307.604671033893,2432.35545428653
"01073","Jefferson County","Jefferson County, Alabama",33747,5331,28416,660793,5107.04562548332,806.757940837751,4300.28768464557
"01075","Lamar County","Lamar County, Alabama",135,23,112,14086,958.398409768564,163.282692034644,795.11571773392
"01077","Lauderdale County","Lauderdale County, Alabama",2270,255,2015,93096,2438.3432156054,273.910801753029,2164.43241385237
"01079","Lawrence County","Lawrence County, Alabama",627,81,546,33477,1872.92768169191,241.957164620486,1630.97051707142
"01081","Lee County","Lee County, Alabama",4327,388,3939,154255,2805.09545881819,251.531554892872,2553.56390392532
"01083","Limestone County","Limestone County, Alabama",1645,117,1528,90787,1811.93342659191,128.873076541796,1683.06035005012
"01085","Lowndes County","Lowndes County, Alabama",321,60,261,10580,3034.02646502836,567.10775047259,2466.91871455577
"01087","Macon County","Macon County, Alabama",1008,138,870,19425,5189.18918918919,710.42471042471,4478.76447876448
"01089","Madison County","Madison County, Alabama",14429,1986,12443,350299,4119.05258079526,566.944239064342,3552.10834173092
"01091","Marengo County","Marengo County, Alabama",636,92,544,20110,3162.60566882148,457.483838886126,2705.12182993536
"01093","Marion County","Marion County, Alabama",687,94,593,30271,2269.49886029533,310.528228337353,1958.97063195798
"01095","Marshall County","Marshall County, Alabama",3046,208,2838,94636,3218.64829451794,219.789509277653,2998.85878524029
"01097","Mobile County","Mobile County, Alabama",18725,2121,16604,415123,4510.71128316186,510.932904223568,3999.77837893829
"01099","Monroe County","Monroe County, Alabama",690,107,583,21947,3143.93766801841,487.538160113,2656.39950790541
"01101","Montgomery County","Montgomery County, Alabama",10323,1066,9257,226189,4563.88241691683,471.287286295974,4092.59513062085
"01103","Morgan County","Morgan County, Alabama",3307,168,3139,119607,2764.88834265553,140.460006521357,2624.42833613417
"01105","Perry County","Perry County, Alabama",185,20,165,9826,1882.760024425,203.541624262162,1679.21840016283
"01107","Pickens County","Pickens County, Alabama",116,13,103,20365,569.604713970047,63.8350110483673,505.769702921679
"01109","Pike County","Pike County, Alabama",1404,151,1253,33389,4204.97768726227,452.244751265387,3752.73293599689
"01111","Randolph County","Randolph County, Alabama",363,19,344,22539,1610.54172767204,84.2983273437153,1526.24340032832
"01113","Russell County","Russell County, Alabama",2678,260,2418,59608,4492.68554556435,436.183062676151,4056.5024828882
"01115","St Clair County","St Clair County, Alabama",1386,126,1260,86697,1598.67123429876,145.333748572615,1453.33748572615
"01117","Shelby County","Shelby County, Alabama",2384,188,2196,206655,1153.61351044011,90.9728775011493,1062.64063293896
"01119","Sumter County","Sumter County, Alabama",275,58,217,13166,2088.71335257481,440.528634361234,1648.18471821358
"01121","Talladega County","Talladega County, Alabama",3645,327,3318,81322,4482.18194338555,402.105211381914,4080.07673200364
"01123","Tallapoosa County","Tallapoosa County, Alabama",1275,164,1111,41165,3097.29138831532,398.396696222519,2698.8946920928
"01125","Tuscaloosa County","Tuscaloosa County, Alabama",7893,827,7066,202212,3903.32917927719,408.976717504401,3494.35246177279
"01127","Walker County","Walker County, Alabama",2797,266,2531,65471,4272.12048082357,406.286752913504,3865.83372791007
"01129","Washington County","Washington County, Alabama",190,33,157,16834,1128.66817155756,196.031840323156,932.636331234407
"01131","Wilcox County","Wilcox County, Alabama",230,70,160,11098,2072.44548567309,630.744278248333,1441.70120742476
"01133","Winston County","Winston County, Alabama",214,18,196,24150,886.128364389234,74.5341614906832,811.594202898551
"01777","Not allocated","Not allocated, Alabama",475,11,464,,,,
"02013","Aleutians East Borough","Aleutians East Borough, Alaska",0,0,0,3360,0,0,0
"02016","Aleutians West Census Area","Aleutians West Census Area, Alaska",55,10,45,5750,956.521739130435,173.913043478261,782.608695652174
"02020","Anchorage Municipality","Anchorage Municipality, Alaska",14364,2609,11755,301010,4771.93448722634,866.74861300289,3905.18587422345
"02050","Bethel Census Area","Bethel Census Area, Alaska",207,56,151,17868,1158.49563465413,313.40944705619,845.08618759794
"02060","Bristol Bay Borough","Bristol Bay Borough, Alaska",12,0,12,957,1253.91849529781,0,1253.91849529781
"02070","Dillingham Census Area","Dillingham Census Area, Alaska",91,44,47,4988,1824.37850842021,882.117080994386,942.261427425822
"02090","Fairbanks North Star Borough","Fairbanks North Star Borough, Alaska",1617,226,1391,99357,1627.46459736103,227.462584417806,1400.00201294323
"02100","Haines Borough","Haines Borough, Alaska",47,4,43,2566,1831.64458300857,155.884645362432,1675.75993764614
"02110","Juneau City and Borough","Juneau City and Borough, Alaska",1061,189,872,32406,3274.08504597914,583.225328642844,2690.8597173363
"02122","Kenai Peninsula Borough","Kenai Peninsula Borough, Alaska",940,117,823,57477,1635.43678340902,203.559684743463,1431.87709866555
"02130","Ketchikan Gateway Borough","Ketchikan Gateway Borough, Alaska",319,29,290,13787,2313.77384492638,210.343076811489,2103.43076811489
"02150","Kodiak Island Borough","Kodiak Island Borough, Alaska",312,42,270,13986,2230.80223080223,300.3003003003,1930.50193050193
"02164","Lake and Peninsula Borough","Lake and Peninsula Borough, Alaska",0,0,0,1631,0,0,0
"02170","Matanuska-Susitna Borough","Matanuska-Susitna Borough, Alaska",822,63,759,97882,839.786681923132,64.3632128481233,775.423469075009
"02180","Nome Census Area","Nome Census Area, Alaska",105,48,57,9817,1069.57318936539,488.947743709891,580.625445655496
"02185","North Slope Borough","North Slope Borough, Alaska",185,74,111,9703,1906.62681644852,762.650726579408,1143.97608986911
"02188","Northwest Arctic Borough","Northwest Arctic Borough, Alaska",192,49,143,7717,2488.01347673967,634.961772709602,1853.05170403006
"02201","Prince of Wales-Outer Ketchikan Census Area","Prince of Wales-Outer Ketchikan Census Area, Alaska",36,16,20,,,,
"02220","Sitka City and Borough","Sitka City and Borough, Alaska",245,6,239,8900,2752.80898876404,67.4157303370786,2685.39325842697
"02232","Skagway-Hoonah-Angoon Census Area","Skagway-Hoonah-Angoon Census Area, Alaska",18,0,18,,,,
"02240","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area, Alaska",0,0,0,6931,0,0,0
"02261","Valdez-Cordova Census Area","Valdez-Cordova Census Area, Alaska",150,27,123,9488,1580.94435075885,284.569983136594,1296.37436762226
"02270","Wade Hampton Census Area","Wade Hampton Census Area, Alaska",0,0,0,8010,0,0,0
"02280","Wrangell-Petersburg Census Area","Wrangell-Petersburg Census Area, Alaska",109,11,98,,,,
"02282","Yakutat City and Borough","Yakutat City and Borough, Alaska",0,0,0,635,0,0,0
"02290","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area, Alaska",0,0,0,5547,0,0,0
"02777","Not allocated","Not allocated, Alaska",0,0,0,,,,
"02999","Not allocated","Not allocated, Alaska",3986,1037,2949,,,,
"04001","Apache County","Apache County, Arizona",510,86,424,71828,710.029514952386,119.730467227265,590.299047725121
"04003","Cochise County","Cochise County, Arizona",2659,338,2321,127448,2086.3410959764,265.206201745025,1821.13489423137
"04005","Coconino County","Coconino County, Arizona",4879,479,4400,137682,3543.67310178527,347.903139117677,3195.7699626676
"04007","Gila County","Gila County, Arizona",1414,176,1238,53119,2661.94770232873,331.331538620832,2330.6161637079
"04009","Graham County","Graham County, Arizona",356,33,323,37957,937.903417024528,86.9404852859815,850.962931738546
"04011","Greenlee County","Greenlee County, Arizona",187,66,121,9346,2000.85598116841,706.184463941793,1294.67151722662
"04012","La Paz County","La Paz County, Arizona",579,35,544,20231,2861.94454055657,173.001828876477,2688.94271168009
"04013","Maricopa County","Maricopa County, Arizona",140538,15655,124883,4087191,3438.49846997608,383.025897248257,3055.47257272782
"04015","Mohave County","Mohave County, Arizona",6745,406,6339,203361,3316.76181765432,199.644966340645,3117.11685131367
"04017","Navajo County","Navajo County, Arizona",2206,338,1868,108101,2040.68417498451,312.670558089194,1728.01361689531
"04019","Pima County","Pima County, Arizona",49312,4466,44846,1004516,4909.03081683119,444.592221527581,4464.43859530361
"04021","Pinal County","Pinal County, Arizona",8319,884,7435,401918,2069.82518822247,219.945361989261,1849.87982623321
